concept:name,time:timestamp,case:concept:name
Первичная проверка документов,1970-04-26 21:00:57+00:00,20
Уведомить о доработке,1970-04-26 21:00:58+00:00,20
Доработка заявления,1970-04-26 21:00:59+00:00,20
Первичная проверка документов,1970-04-26 21:01:00+00:00,20
Уведомить о доработке,1970-04-26 21:01:01+00:00,20
Доработка заявления,1970-04-26 21:01:02+00:00,20
Первичная проверка документов,1970-04-26 21:01:03+00:00,20
Уведомить о доработке,1970-04-26 21:01:04+00:00,20
Доработка заявления,1970-04-26 21:01:05+00:00,20
Первичная проверка документов,1970-04-26 21:01:06+00:00,20
Регистрация заявления,1970-04-26 21:01:07+00:00,20
Проверка инженером-экспертом,1970-04-26 21:01:08+00:00,20
Проверка архитектором-экспертом,1970-04-26 21:01:09+00:00,20
Требуется ручная проверка,1970-04-26 21:01:10+00:00,20
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:01:11+00:00,20
Отправка документов со стороны инженерного отдела,1970-04-26 21:01:12+00:00,20
Ручная проверка архитектора-эксперта,1970-04-26 21:01:13+00:00,20
Запрос заключения пожарного эксперта,1970-04-26 21:01:14+00:00,20
Требуется ручная проверка,1970-04-26 21:01:15+00:00,20
Ручная проверка пожарного надзора,1970-04-26 21:01:16+00:00,20
Отправка документов со стороны архитектурного отдела,1970-04-26 21:01:17+00:00,20
Формирование пакета документов,1970-04-26 21:01:18+00:00,20
Рассмотрение заместителем руководителя,1970-04-26 21:01:19+00:00,20
Отправить уведомление об отказе,1970-04-26 21:01:20+00:00,20
Первичная проверка документов,1970-04-26 21:01:21+00:00,21
Регистрация заявления,1970-04-26 21:01:22+00:00,21
Проверка инженером-экспертом,1970-04-26 21:01:23+00:00,21
Требуется ручная проверка,1970-04-26 21:01:24+00:00,21
Проверка инженером экспертом,1970-04-26 21:01:25+00:00,21
Проверка архитектором-экспертом,1970-04-26 21:01:26+00:00,21
Отправить запрос на дополнительную экспертизу,1970-04-26 21:01:27+00:00,21
Проверка данных по материалу,1970-04-26 21:01:28+00:00,21
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:01:29+00:00,21
Запрос заключения пожарного эксперта,1970-04-26 21:01:30+00:00,21
Требуется ручная проверка,1970-04-26 21:01:31+00:00,21
Ручная проверка пожарного надзора,1970-04-26 21:01:32+00:00,21
Отправка документов со стороны инженерного отдела,1970-04-26 21:01:33+00:00,21
Отправка документов со стороны архитектурного отдела,1970-04-26 21:01:34+00:00,21
Формирование пакета документов,1970-04-26 21:01:35+00:00,21
Рассмотрение заместителем руководителя,1970-04-26 21:01:36+00:00,21
Оформление и подписание разрешения,1970-04-26 21:01:37+00:00,21
Уведомить о готовности,1970-04-26 21:01:38+00:00,21
Получение разрешения заявителем,1970-04-26 21:01:39+00:00,21
Внесение в реестр,1970-04-26 21:01:40+00:00,21
Архивирование документов,1970-04-26 21:01:41+00:00,21
Первичная проверка документов,1970-04-26 21:01:42+00:00,22
Уведомить о доработке,1970-04-26 21:01:43+00:00,22
Доработка заявления,1970-04-26 21:01:44+00:00,22
Первичная проверка документов,1970-04-26 21:01:45+00:00,22
Регистрация заявления,1970-04-26 21:01:46+00:00,22
Проверка архитектором-экспертом,1970-04-26 21:01:47+00:00,22
Отправить запрос на дополнительную экспертизу,1970-04-26 21:01:48+00:00,22
Проверка данных по материалу,1970-04-26 21:01:49+00:00,22
Проверка инженером-экспертом,1970-04-26 21:01:50+00:00,22
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:01:51+00:00,22
Отправка документов со стороны инженерного отдела,1970-04-26 21:01:52+00:00,22
Запрос заключения пожарного эксперта,1970-04-26 21:01:53+00:00,22
Отправка документов со стороны архитектурного отдела,1970-04-26 21:01:54+00:00,22
Формирование пакета документов,1970-04-26 21:01:55+00:00,22
Рассмотрение руководителем,1970-04-26 21:01:56+00:00,22
Оформление и подписание разрешения,1970-04-26 21:01:57+00:00,22
Уведомить о готовности,1970-04-26 21:01:58+00:00,22
Получение разрешения заявителем,1970-04-26 21:01:59+00:00,22
Внесение в реестр,1970-04-26 21:02:00+00:00,22
Архивирование документов,1970-04-26 21:02:01+00:00,22
Первичная проверка документов,1970-04-26 21:02:02+00:00,23
Регистрация заявления,1970-04-26 21:02:03+00:00,23
Проверка архитектором-экспертом,1970-04-26 21:02:04+00:00,23
Требуется ручная проверка,1970-04-26 21:02:05+00:00,23
Ручная проверка архитектора-эксперта,1970-04-26 21:02:06+00:00,23
Проверка инженером-экспертом,1970-04-26 21:02:07+00:00,23
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:02:08+00:00,23
Запрос заключения пожарного эксперта,1970-04-26 21:02:09+00:00,23
Отправка запроса миграционной службе,1970-04-26 21:02:10+00:00,23
Отправка документов со стороны архитектурного отдела,1970-04-26 21:02:11+00:00,23
Отправка документов со стороны инженерного отдела,1970-04-26 21:02:12+00:00,23
Формирование пакета документов,1970-04-26 21:02:13+00:00,23
Рассмотрение руководителем,1970-04-26 21:02:14+00:00,23
Отправить уведомление об отказе,1970-04-26 21:02:15+00:00,23
Первичная проверка документов,1970-04-26 21:02:16+00:00,24
Уведомить о доработке,1970-04-26 21:02:17+00:00,24
Доработка заявления,1970-04-26 21:02:18+00:00,24
Первичная проверка документов,1970-04-26 21:02:19+00:00,24
Уведомить о доработке,1970-04-26 21:02:20+00:00,24
Доработка заявления,1970-04-26 21:02:21+00:00,24
Первичная проверка документов,1970-04-26 21:02:22+00:00,24
Регистрация заявления,1970-04-26 21:02:23+00:00,24
Проверка архитектором-экспертом,1970-04-26 21:02:24+00:00,24
Требуется ручная проверка,1970-04-26 21:02:25+00:00,24
Ручная проверка архитектора-эксперта,1970-04-26 21:02:26+00:00,24
Проверка инженером-экспертом,1970-04-26 21:02:27+00:00,24
Запрос заключения пожарного эксперта,1970-04-26 21:02:28+00:00,24
Отправка документов со стороны архитектурного отдела,1970-04-26 21:02:29+00:00,24
Требуется ручная проверка,1970-04-26 21:02:30+00:00,24
Проверка инженером экспертом,1970-04-26 21:02:31+00:00,24
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:02:32+00:00,24
Отправка запроса миграционной службе,1970-04-26 21:02:33+00:00,24
Медкомиссия,1970-04-26 21:02:34+00:00,24
Отправка документов со стороны инженерного отдела,1970-04-26 21:02:35+00:00,24
Уведомление заявителя о не прохождении надзора,1970-04-26 21:02:36+00:00,24
Исправление замечаний по проекту,1970-04-26 21:02:37+00:00,24
Регистрация заявления,1970-04-26 21:02:38+00:00,24
Проверка инженером-экспертом,1970-04-26 21:02:39+00:00,24
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:02:40+00:00,24
Требуется ручная проверка,1970-04-26 21:02:41+00:00,24
Проверка архитектором-экспертом,1970-04-26 21:02:42+00:00,24
Запрос заключения пожарного эксперта,1970-04-26 21:02:43+00:00,24
Требуется ручная проверка,1970-04-26 21:02:44+00:00,24
Ручная проверка пожарного надзора,1970-04-26 21:02:45+00:00,24
Отправка документов со стороны архитектурного отдела,1970-04-26 21:02:46+00:00,24
Проверка санэпидем надзором,1970-04-26 21:02:47+00:00,24
Отправка документов со стороны инженерного отдела,1970-04-26 21:02:48+00:00,24
Формирование пакета документов,1970-04-26 21:02:49+00:00,24
Рассмотрение руководителем,1970-04-26 21:02:50+00:00,24
Оформление и подписание разрешения,1970-04-26 21:02:51+00:00,24
Уведомить о готовности,1970-04-26 21:02:52+00:00,24
Получение разрешения заявителем,1970-04-26 21:02:53+00:00,24
Внесение в реестр,1970-04-26 21:02:54+00:00,24
Архивирование документов,1970-04-26 21:02:55+00:00,24
Первичная проверка документов,1970-04-26 21:02:56+00:00,25
Уведомить о доработке,1970-04-26 21:02:57+00:00,25
Доработка заявления,1970-04-26 21:02:58+00:00,25
Первичная проверка документов,1970-04-26 21:02:59+00:00,25
Уведомить о доработке,1970-04-26 21:03:00+00:00,25
Доработка заявления,1970-04-26 21:03:01+00:00,25
Первичная проверка документов,1970-04-26 21:03:02+00:00,25
Регистрация заявления,1970-04-26 21:03:03+00:00,25
Проверка архитектором-экспертом,1970-04-26 21:03:04+00:00,25
Отправить запрос на дополнительную экспертизу,1970-04-26 21:03:05+00:00,25
Проверка данных по материалу,1970-04-26 21:03:06+00:00,25
Проверка инженером-экспертом,1970-04-26 21:03:07+00:00,25
Запрос заключения пожарного эксперта,1970-04-26 21:03:08+00:00,25
Отправка документов со стороны архитектурного отдела,1970-04-26 21:03:09+00:00,25
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:03:10+00:00,25
Отправка документов со стороны инженерного отдела,1970-04-26 21:03:11+00:00,25
Формирование пакета документов,1970-04-26 21:03:12+00:00,25
Рассмотрение руководителем,1970-04-26 21:03:13+00:00,25
Отправить уведомление об отказе,1970-04-26 21:03:14+00:00,25
Первичная проверка документов,1970-04-26 21:03:15+00:00,26
Регистрация заявления,1970-04-26 21:03:16+00:00,26
Проверка архитектором-экспертом,1970-04-26 21:03:17+00:00,26
Запрос заключения пожарного эксперта,1970-04-26 21:03:18+00:00,26
Отправка документов со стороны архитектурного отдела,1970-04-26 21:03:19+00:00,26
Проверка инженером-экспертом,1970-04-26 21:03:20+00:00,26
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:03:21+00:00,26
Требуется ручная проверка,1970-04-26 21:03:22+00:00,26
Проверка санэпидем надзором,1970-04-26 21:03:23+00:00,26
Отправка запроса миграционной службе,1970-04-26 21:03:24+00:00,26
Отправка документов со стороны инженерного отдела,1970-04-26 21:03:25+00:00,26
Формирование пакета документов,1970-04-26 21:03:26+00:00,26
Рассмотрение руководителем,1970-04-26 21:03:27+00:00,26
Оформление и подписание разрешения,1970-04-26 21:03:28+00:00,26
Уведомить о готовности,1970-04-26 21:03:29+00:00,26
Получение разрешения заявителем,1970-04-26 21:03:30+00:00,26
Внесение в реестр,1970-04-26 21:03:31+00:00,26
Архивирование документов,1970-04-26 21:03:32+00:00,26
Первичная проверка документов,1970-04-26 21:03:33+00:00,27
Уведомить о доработке,1970-04-26 21:03:34+00:00,27
Доработка заявления,1970-04-26 21:03:35+00:00,27
Первичная проверка документов,1970-04-26 21:03:36+00:00,27
Регистрация заявления,1970-04-26 21:03:37+00:00,27
Проверка инженером-экспертом,1970-04-26 21:03:38+00:00,27
Проверка архитектором-экспертом,1970-04-26 21:03:39+00:00,27
Запрос заключения пожарного эксперта,1970-04-26 21:03:40+00:00,27
Требуется ручная проверка,1970-04-26 21:03:41+00:00,27
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:03:42+00:00,27
Ручная проверка пожарного надзора,1970-04-26 21:03:43+00:00,27
Отправка на медосмотр,1970-04-26 21:03:44+00:00,27
Отправка документов со стороны архитектурного отдела,1970-04-26 21:03:45+00:00,27
Медкомиссия,1970-04-26 21:03:46+00:00,27
Отправка документов со стороны инженерного отдела,1970-04-26 21:03:47+00:00,27
Формирование пакета документов,1970-04-26 21:03:48+00:00,27
Рассмотрение руководителем,1970-04-26 21:03:49+00:00,27
Отправить уведомление об отказе,1970-04-26 21:03:50+00:00,27
Первичная проверка документов,1970-04-26 21:03:51+00:00,28
Уведомить о доработке,1970-04-26 21:03:52+00:00,28
Доработка заявления,1970-04-26 21:03:53+00:00,28
Первичная проверка документов,1970-04-26 21:03:54+00:00,28
Регистрация заявления,1970-04-26 21:03:55+00:00,28
Проверка инженером-экспертом,1970-04-26 21:03:56+00:00,28
Проверка архитектором-экспертом,1970-04-26 21:03:57+00:00,28
Требуется ручная проверка,1970-04-26 21:03:58+00:00,28
Ручная проверка архитектора-эксперта,1970-04-26 21:03:59+00:00,28
Запрос заключения пожарного эксперта,1970-04-26 21:04:00+00:00,28
Требуется ручная проверка,1970-04-26 21:04:01+00:00,28
Ручная проверка пожарного надзора,1970-04-26 21:04:02+00:00,28
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:04:03+00:00,28
Отправка на медосмотр,1970-04-26 21:04:04+00:00,28
Медкомиссия,1970-04-26 21:04:05+00:00,28
Отправка документов со стороны архитектурного отдела,1970-04-26 21:04:06+00:00,28
Отправка документов со стороны инженерного отдела,1970-04-26 21:04:07+00:00,28
Формирование пакета документов,1970-04-26 21:04:08+00:00,28
Рассмотрение руководителем,1970-04-26 21:04:09+00:00,28
Оформление и подписание разрешения,1970-04-26 21:04:10+00:00,28
Уведомить о готовности,1970-04-26 21:04:11+00:00,28
Получение разрешения заявителем,1970-04-26 21:04:12+00:00,28
Внесение в реестр,1970-04-26 21:04:13+00:00,28
Архивирование документов,1970-04-26 21:04:14+00:00,28
Первичная проверка документов,1970-04-26 21:04:15+00:00,29
Уведомить о доработке,1970-04-26 21:04:16+00:00,29
Доработка заявления,1970-04-26 21:04:17+00:00,29
Первичная проверка документов,1970-04-26 21:04:18+00:00,29
Регистрация заявления,1970-04-26 21:04:19+00:00,29
Проверка архитектором-экспертом,1970-04-26 21:04:20+00:00,29
Требуется ручная проверка,1970-04-26 21:04:21+00:00,29
Проверка инженером-экспертом,1970-04-26 21:04:22+00:00,29
Требуется ручная проверка,1970-04-26 21:04:23+00:00,29
Ручная проверка архитектора-эксперта,1970-04-26 21:04:24+00:00,29
Запрос заключения пожарного эксперта,1970-04-26 21:04:25+00:00,29
Требуется ручная проверка,1970-04-26 21:04:26+00:00,29
Ручная проверка пожарного надзора,1970-04-26 21:04:27+00:00,29
Проверка инженером экспертом,1970-04-26 21:04:28+00:00,29
Отправка документов со стороны архитектурного отдела,1970-04-26 21:04:29+00:00,29
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:04:30+00:00,29
Отправка документов со стороны инженерного отдела,1970-04-26 21:04:31+00:00,29
Формирование пакета документов,1970-04-26 21:04:32+00:00,29
Рассмотрение руководителем,1970-04-26 21:04:33+00:00,29
Отправить уведомление об отказе,1970-04-26 21:04:34+00:00,29
Первичная проверка документов,1970-04-26 21:04:35+00:00,30
Регистрация заявления,1970-04-26 21:04:36+00:00,30
Проверка архитектором-экспертом,1970-04-26 21:04:37+00:00,30
Требуется ручная проверка,1970-04-26 21:04:38+00:00,30
Проверка инженером-экспертом,1970-04-26 21:04:39+00:00,30
Ручная проверка архитектора-эксперта,1970-04-26 21:04:40+00:00,30
Запрос заключения пожарного эксперта,1970-04-26 21:04:41+00:00,30
Требуется ручная проверка,1970-04-26 21:04:42+00:00,30
Требуется ручная проверка,1970-04-26 21:04:43+00:00,30
Ручная проверка пожарного надзора,1970-04-26 21:04:44+00:00,30
Проверка инженером экспертом,1970-04-26 21:04:45+00:00,30
Отправка документов со стороны архитектурного отдела,1970-04-26 21:04:46+00:00,30
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:04:47+00:00,30
Отправка запроса миграционной службе,1970-04-26 21:04:48+00:00,30
Отправка документов со стороны инженерного отдела,1970-04-26 21:04:49+00:00,30
Формирование пакета документов,1970-04-26 21:04:50+00:00,30
Рассмотрение руководителем,1970-04-26 21:04:51+00:00,30
Отправить уведомление об отказе,1970-04-26 21:04:52+00:00,30
Первичная проверка документов,1970-04-26 21:04:53+00:00,31
Регистрация заявления,1970-04-26 21:04:54+00:00,31
Проверка архитектором-экспертом,1970-04-26 21:04:55+00:00,31
Требуется ручная проверка,1970-04-26 21:04:56+00:00,31
Проверка инженером-экспертом,1970-04-26 21:04:57+00:00,31
Требуется ручная проверка,1970-04-26 21:04:58+00:00,31
Ручная проверка архитектора-эксперта,1970-04-26 21:04:59+00:00,31
Запрос заключения пожарного эксперта,1970-04-26 21:05:00+00:00,31
Проверка инженером экспертом,1970-04-26 21:05:01+00:00,31
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:05:02+00:00,31
Требуется ручная проверка,1970-04-26 21:05:03+00:00,31
Требуется ручная проверка,1970-04-26 21:05:04+00:00,31
Ручная проверка пожарного надзора,1970-04-26 21:05:05+00:00,31
Отправка документов со стороны архитектурного отдела,1970-04-26 21:05:06+00:00,31
Проверка санэпидем надзором,1970-04-26 21:05:07+00:00,31
Отправка документов со стороны инженерного отдела,1970-04-26 21:05:08+00:00,31
Формирование пакета документов,1970-04-26 21:05:09+00:00,31
Рассмотрение заместителем руководителя,1970-04-26 21:05:10+00:00,31
Оформление и подписание разрешения,1970-04-26 21:05:11+00:00,31
Уведомить о готовности,1970-04-26 21:05:12+00:00,31
Получение разрешения заявителем,1970-04-26 21:05:13+00:00,31
Внесение в реестр,1970-04-26 21:05:14+00:00,31
Архивирование документов,1970-04-26 21:05:15+00:00,31
Первичная проверка документов,1970-04-26 21:05:16+00:00,32
Уведомить о доработке,1970-04-26 21:05:17+00:00,32
Доработка заявления,1970-04-26 21:05:18+00:00,32
Первичная проверка документов,1970-04-26 21:05:19+00:00,32
Регистрация заявления,1970-04-26 21:05:20+00:00,32
Проверка инженером-экспертом,1970-04-26 21:05:21+00:00,32
Проверка архитектором-экспертом,1970-04-26 21:05:22+00:00,32
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:05:23+00:00,32
Отправка документов со стороны инженерного отдела,1970-04-26 21:05:24+00:00,32
Запрос заключения пожарного эксперта,1970-04-26 21:05:25+00:00,32
Отправка документов со стороны архитектурного отдела,1970-04-26 21:05:26+00:00,32
Уведомление заявителя о не прохождении надзора,1970-04-26 21:05:27+00:00,32
Исправление замечаний по проекту,1970-04-26 21:05:28+00:00,32
Регистрация заявления,1970-04-26 21:05:29+00:00,32
Проверка архитектором-экспертом,1970-04-26 21:05:30+00:00,32
Проверка инженером-экспертом,1970-04-26 21:05:31+00:00,32
Отправить запрос на дополнительную экспертизу,1970-04-26 21:05:32+00:00,32
Проверка данных по материалу,1970-04-26 21:05:33+00:00,32
Запрос заключения пожарного эксперта,1970-04-26 21:05:34+00:00,32
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:05:35+00:00,32
Требуется ручная проверка,1970-04-26 21:05:36+00:00,32
Ручная проверка пожарного надзора,1970-04-26 21:05:37+00:00,32
Отправка запроса миграционной службе,1970-04-26 21:05:38+00:00,32
Отправка документов со стороны инженерного отдела,1970-04-26 21:05:39+00:00,32
Отправка документов со стороны архитектурного отдела,1970-04-26 21:05:40+00:00,32
Формирование пакета документов,1970-04-26 21:05:41+00:00,32
Рассмотрение заместителем руководителя,1970-04-26 21:05:42+00:00,32
Оформление и подписание разрешения,1970-04-26 21:05:43+00:00,32
Уведомить о готовности,1970-04-26 21:05:44+00:00,32
Получение разрешения заявителем,1970-04-26 21:05:45+00:00,32
Внесение в реестр,1970-04-26 21:05:46+00:00,32
Архивирование документов,1970-04-26 21:05:47+00:00,32
Первичная проверка документов,1970-04-26 21:05:48+00:00,33
Регистрация заявления,1970-04-26 21:05:49+00:00,33
Проверка инженером-экспертом,1970-04-26 21:05:50+00:00,33
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:05:51+00:00,33
Отправка запроса миграционной службе,1970-04-26 21:05:52+00:00,33
Проверка архитектором-экспертом,1970-04-26 21:05:53+00:00,33
Отправить запрос на дополнительную экспертизу,1970-04-26 21:05:54+00:00,33
Проверка данных по материалу,1970-04-26 21:05:55+00:00,33
Отправка документов со стороны инженерного отдела,1970-04-26 21:05:56+00:00,33
Запрос заключения пожарного эксперта,1970-04-26 21:05:57+00:00,33
Требуется ручная проверка,1970-04-26 21:05:58+00:00,33
Ручная проверка пожарного надзора,1970-04-26 21:05:59+00:00,33
Отправка документов со стороны архитектурного отдела,1970-04-26 21:06:00+00:00,33
Уведомление заявителя о не прохождении надзора,1970-04-26 21:06:01+00:00,33
Исправление замечаний по проекту,1970-04-26 21:06:02+00:00,33
Регистрация заявления,1970-04-26 21:06:03+00:00,33
Проверка инженером-экспертом,1970-04-26 21:06:04+00:00,33
Проверка архитектором-экспертом,1970-04-26 21:06:05+00:00,33
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:06:06+00:00,33
Требуется ручная проверка,1970-04-26 21:06:07+00:00,33
Проверка санэпидем надзором,1970-04-26 21:06:08+00:00,33
Запрос заключения пожарного эксперта,1970-04-26 21:06:09+00:00,33
Отправка на медосмотр,1970-04-26 21:06:10+00:00,33
Требуется ручная проверка,1970-04-26 21:06:11+00:00,33
Медкомиссия,1970-04-26 21:06:12+00:00,33
Ручная проверка пожарного надзора,1970-04-26 21:06:13+00:00,33
Отправка документов со стороны инженерного отдела,1970-04-26 21:06:14+00:00,33
Отправка документов со стороны архитектурного отдела,1970-04-26 21:06:15+00:00,33
Уведомление заявителя о не прохождении надзора,1970-04-26 21:06:16+00:00,33
Исправление замечаний по проекту,1970-04-26 21:06:17+00:00,33
Регистрация заявления,1970-04-26 21:06:18+00:00,33
Проверка архитектором-экспертом,1970-04-26 21:06:19+00:00,33
Требуется ручная проверка,1970-04-26 21:06:20+00:00,33
Ручная проверка архитектора-эксперта,1970-04-26 21:06:21+00:00,33
Запрос заключения пожарного эксперта,1970-04-26 21:06:22+00:00,33
Проверка инженером-экспертом,1970-04-26 21:06:23+00:00,33
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:06:24+00:00,33
Отправка документов со стороны архитектурного отдела,1970-04-26 21:06:25+00:00,33
Отправка на медосмотр,1970-04-26 21:06:26+00:00,33
Медкомиссия,1970-04-26 21:06:27+00:00,33
Отправка документов со стороны инженерного отдела,1970-04-26 21:06:28+00:00,33
Уведомление заявителя о не прохождении надзора,1970-04-26 21:06:29+00:00,33
Исправление замечаний по проекту,1970-04-26 21:06:30+00:00,33
Регистрация заявления,1970-04-26 21:06:31+00:00,33
Проверка архитектором-экспертом,1970-04-26 21:06:32+00:00,33
Проверка инженером-экспертом,1970-04-26 21:06:33+00:00,33
Отправить запрос на дополнительную экспертизу,1970-04-26 21:06:34+00:00,33
Требуется ручная проверка,1970-04-26 21:06:35+00:00,33
Проверка данных по материалу,1970-04-26 21:06:36+00:00,33
Проверка инженером экспертом,1970-04-26 21:06:37+00:00,33
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:06:38+00:00,33
Требуется ручная проверка,1970-04-26 21:06:39+00:00,33
Запрос заключения пожарного эксперта,1970-04-26 21:06:40+00:00,33
Требуется ручная проверка,1970-04-26 21:06:41+00:00,33
Проверка санэпидем надзором,1970-04-26 21:06:42+00:00,33
Ручная проверка пожарного надзора,1970-04-26 21:06:43+00:00,33
Отправка документов со стороны архитектурного отдела,1970-04-26 21:06:44+00:00,33
Отправка документов со стороны инженерного отдела,1970-04-26 21:06:45+00:00,33
Формирование пакета документов,1970-04-26 21:06:46+00:00,33
Рассмотрение руководителем,1970-04-26 21:06:47+00:00,33
Отправить уведомление об отказе,1970-04-26 21:06:48+00:00,33
Первичная проверка документов,1970-04-26 21:06:49+00:00,34
Регистрация заявления,1970-04-26 21:06:50+00:00,34
Проверка инженером-экспертом,1970-04-26 21:06:51+00:00,34
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:06:52+00:00,34
Проверка архитектором-экспертом,1970-04-26 21:06:53+00:00,34
Отправка запроса миграционной службе,1970-04-26 21:06:54+00:00,34
Запрос заключения пожарного эксперта,1970-04-26 21:06:55+00:00,34
Отправка документов со стороны архитектурного отдела,1970-04-26 21:06:56+00:00,34
Отправка документов со стороны инженерного отдела,1970-04-26 21:06:57+00:00,34
Уведомление заявителя о не прохождении надзора,1970-04-26 21:06:58+00:00,34
Исправление замечаний по проекту,1970-04-26 21:06:59+00:00,34
Регистрация заявления,1970-04-26 21:07:00+00:00,34
Проверка инженером-экспертом,1970-04-26 21:07:01+00:00,34
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:07:02+00:00,34
Отправка запроса миграционной службе,1970-04-26 21:07:03+00:00,34
Проверка архитектором-экспертом,1970-04-26 21:07:04+00:00,34
Медкомиссия,1970-04-26 21:07:05+00:00,34
Отправка документов со стороны инженерного отдела,1970-04-26 21:07:06+00:00,34
Запрос заключения пожарного эксперта,1970-04-26 21:07:07+00:00,34
Требуется ручная проверка,1970-04-26 21:07:08+00:00,34
Ручная проверка пожарного надзора,1970-04-26 21:07:09+00:00,34
Отправка документов со стороны архитектурного отдела,1970-04-26 21:07:10+00:00,34
Уведомление заявителя о не прохождении надзора,1970-04-26 21:07:11+00:00,34
Исправление замечаний по проекту,1970-04-26 21:07:12+00:00,34
Регистрация заявления,1970-04-26 21:07:13+00:00,34
Проверка инженером-экспертом,1970-04-26 21:07:14+00:00,34
Требуется ручная проверка,1970-04-26 21:07:15+00:00,34
Проверка инженером экспертом,1970-04-26 21:07:16+00:00,34
Проверка архитектором-экспертом,1970-04-26 21:07:17+00:00,34
Запрос заключения пожарного эксперта,1970-04-26 21:07:18+00:00,34
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:07:19+00:00,34
Требуется ручная проверка,1970-04-26 21:07:20+00:00,34
Ручная проверка пожарного надзора,1970-04-26 21:07:21+00:00,34
Отправка запроса миграционной службе,1970-04-26 21:07:22+00:00,34
Медкомиссия,1970-04-26 21:07:23+00:00,34
Отправка документов со стороны архитектурного отдела,1970-04-26 21:07:24+00:00,34
Отправка документов со стороны инженерного отдела,1970-04-26 21:07:25+00:00,34
Уведомление заявителя о не прохождении надзора,1970-04-26 21:07:26+00:00,34
Исправление замечаний по проекту,1970-04-26 21:07:27+00:00,34
Регистрация заявления,1970-04-26 21:07:28+00:00,34
Проверка инженером-экспертом,1970-04-26 21:07:29+00:00,34
Требуется ручная проверка,1970-04-26 21:07:30+00:00,34
Проверка архитектором-экспертом,1970-04-26 21:07:31+00:00,34
Требуется ручная проверка,1970-04-26 21:07:32+00:00,34
Ручная проверка архитектора-эксперта,1970-04-26 21:07:33+00:00,34
Запрос заключения пожарного эксперта,1970-04-26 21:07:34+00:00,34
Требуется ручная проверка,1970-04-26 21:07:35+00:00,34
Проверка инженером экспертом,1970-04-26 21:07:36+00:00,34
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:07:37+00:00,34
Требуется ручная проверка,1970-04-26 21:07:38+00:00,34
Ручная проверка пожарного надзора,1970-04-26 21:07:39+00:00,34
Проверка санэпидем надзором,1970-04-26 21:07:40+00:00,34
Отправка документов со стороны архитектурного отдела,1970-04-26 21:07:41+00:00,34
Отправка на медосмотр,1970-04-26 21:07:42+00:00,34
Медкомиссия,1970-04-26 21:07:43+00:00,34
Отправка документов со стороны инженерного отдела,1970-04-26 21:07:44+00:00,34
Уведомление заявителя о не прохождении надзора,1970-04-26 21:07:45+00:00,34
Исправление замечаний по проекту,1970-04-26 21:07:46+00:00,34
Регистрация заявления,1970-04-26 21:07:47+00:00,34
Проверка архитектором-экспертом,1970-04-26 21:07:48+00:00,34
Требуется ручная проверка,1970-04-26 21:07:49+00:00,34
Ручная проверка архитектора-эксперта,1970-04-26 21:07:50+00:00,34
Проверка инженером-экспертом,1970-04-26 21:07:51+00:00,34
Требуется ручная проверка,1970-04-26 21:07:52+00:00,34
Запрос заключения пожарного эксперта,1970-04-26 21:07:53+00:00,34
Требуется ручная проверка,1970-04-26 21:07:54+00:00,34
Проверка инженером экспертом,1970-04-26 21:07:55+00:00,34
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:07:56+00:00,34
Ручная проверка пожарного надзора,1970-04-26 21:07:57+00:00,34
Отправка документов со стороны архитектурного отдела,1970-04-26 21:07:58+00:00,34
Требуется ручная проверка,1970-04-26 21:07:59+00:00,34
Проверка санэпидем надзором,1970-04-26 21:08:00+00:00,34
Отправка запроса миграционной службе,1970-04-26 21:08:01+00:00,34
Медкомиссия,1970-04-26 21:08:02+00:00,34
Отправка документов со стороны инженерного отдела,1970-04-26 21:08:03+00:00,34
Уведомление заявителя о не прохождении надзора,1970-04-26 21:08:04+00:00,34
Исправление замечаний по проекту,1970-04-26 21:08:05+00:00,34
Регистрация заявления,1970-04-26 21:08:06+00:00,34
Проверка инженером-экспертом,1970-04-26 21:08:07+00:00,34
