Unnamed: 0,activity,datetime,case_id,resource
856,Регистрация заявления,1970-04-26 21:00:56+00:00,26,Система/Процесс
857,Проверка архитектором-экспертом,1970-04-26 21:00:57+00:00,26,Архитектор
858,Требуется ручная проверка,1970-04-26 21:00:58+00:00,26,Система/Процесс
859,Проверка инженером-экспертом,1970-04-26 21:00:59+00:00,26,Инженер
860,Ручная проверка архитектора-эксперта,1970-04-26 21:01:00+00:00,26,Архитектор
861,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:01:01+00:00,26,Санэпидемнадзор
862,Отправка на медосмотр,1970-04-26 21:01:02+00:00,26,Система/Процесс
863,Запрос заключения пожарного эксперта,1970-04-26 21:01:03+00:00,26,Пожарный надзор
864,Медкомиссия,1970-04-26 21:01:04+00:00,26,Санэпидемнадзор
865,Отправка документов со стороны архитектурного отдела,1970-04-26 21:01:05+00:00,26,Система/Процесс
866,Отправка документов со стороны инженерного отдела,1970-04-26 21:01:06+00:00,26,Система/Процесс
867,Уведомление заявителя о не прохождении надзора,1970-04-26 21:01:07+00:00,26,Система/Процесс
868,Исправление замечаний по проекту,1970-04-26 21:01:08+00:00,26,Заявитель
869,Регистрация заявления,1970-04-26 21:01:09+00:00,26,Система/Процесс
870,Проверка архитектором-экспертом,1970-04-26 21:01:10+00:00,26,Архитектор
871,Проверка инженером-экспертом,1970-04-26 21:01:11+00:00,26,Инженер
872,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:01:12+00:00,26,Санэпидемнадзор
873,Запрос заключения пожарного эксперта,1970-04-26 21:01:13+00:00,26,Пожарный надзор
874,Отправка на медосмотр,1970-04-26 21:01:14+00:00,26,Система/Процесс
875,Медкомиссия,1970-04-26 21:01:15+00:00,26,Санэпидемнадзор
876,Отправка документов со стороны архитектурного отдела,1970-04-26 21:01:16+00:00,26,Система/Процесс
877,Отправка документов со стороны инженерного отдела,1970-04-26 21:01:17+00:00,26,Система/Процесс
878,Уведомление заявителя о не прохождении надзора,1970-04-26 21:01:18+00:00,26,Система/Процесс
879,Исправление замечаний по проекту,1970-04-26 21:01:19+00:00,26,Заявитель
880,Регистрация заявления,1970-04-26 21:01:20+00:00,26,Система/Процесс
881,Проверка инженером-экспертом,1970-04-26 21:01:21+00:00,26,Инженер
882,Требуется ручная проверка,1970-04-26 21:01:22+00:00,26,Система/Процесс
883,Проверка архитектором-экспертом,1970-04-26 21:01:23+00:00,26,Архитектор
884,Требуется ручная проверка,1970-04-26 21:01:24+00:00,26,Система/Процесс
885,Проверка инженером экспертом,1970-04-26 21:01:25+00:00,26,Инженер
886,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:01:26+00:00,26,Санэпидемнадзор
887,Требуется ручная проверка,1970-04-26 21:01:27+00:00,26,Система/Процесс
888,Ручная проверка архитектора-эксперта,1970-04-26 21:01:28+00:00,26,Архитектор
889,Запрос заключения пожарного эксперта,1970-04-26 21:01:29+00:00,26,Пожарный надзор
890,Проверка санэпидем надзором,1970-04-26 21:01:30+00:00,26,Санэпидемнадзор
891,Отправка документов со стороны архитектурного отдела,1970-04-26 21:01:31+00:00,26,Система/Процесс
892,Отправка запроса миграционной службе,1970-04-26 21:01:32+00:00,26,Система/Процесс
893,Отправка документов со стороны инженерного отдела,1970-04-26 21:01:33+00:00,26,Система/Процесс
894,Формирование пакета документов,1970-04-26 21:01:34+00:00,26,Система/Процесс
895,Рассмотрение заместителем руководителя,1970-04-26 21:01:35+00:00,26,Служащий
896,Отправить уведомление об отказе,1970-04-26 21:01:36+00:00,26,Система/Процесс
897,Первичная проверка документов,1970-04-26 21:01:37+00:00,27,Служащий
898,Регистрация заявления,1970-04-26 21:01:38+00:00,27,Система/Процесс
899,Проверка инженером-экспертом,1970-04-26 21:01:39+00:00,27,Инженер
900,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:01:40+00:00,27,Санэпидемнадзор
901,Отправка запроса миграционной службе,1970-04-26 21:01:41+00:00,27,Система/Процесс
902,Проверка архитектором-экспертом,1970-04-26 21:01:42+00:00,27,Архитектор
903,Запрос заключения пожарного эксперта,1970-04-26 21:01:43+00:00,27,Пожарный надзор
904,Требуется ручная проверка,1970-04-26 21:01:44+00:00,27,Система/Процесс
905,Медкомиссия,1970-04-26 21:01:45+00:00,27,Санэпидемнадзор
906,Ручная проверка пожарного надзора,1970-04-26 21:01:46+00:00,27,Пожарный надзор
907,Отправка документов со стороны архитектурного отдела,1970-04-26 21:01:47+00:00,27,Система/Процесс
908,Отправка документов со стороны инженерного отдела,1970-04-26 21:01:48+00:00,27,Система/Процесс
909,Формирование пакета документов,1970-04-26 21:01:49+00:00,27,Система/Процесс
910,Рассмотрение заместителем руководителя,1970-04-26 21:01:50+00:00,27,Служащий
911,Отправить уведомление об отказе,1970-04-26 21:01:51+00:00,27,Система/Процесс
912,Первичная проверка документов,1970-04-26 21:01:52+00:00,28,Служащий
913,Уведомить о доработке,1970-04-26 21:01:53+00:00,28,Система/Процесс
914,Доработка заявления,1970-04-26 21:01:54+00:00,28,Система/Процесс
915,Первичная проверка документов,1970-04-26 21:01:55+00:00,28,Служащий
916,Уведомить о доработке,1970-04-26 21:01:56+00:00,28,Система/Процесс
917,Доработка заявления,1970-04-26 21:01:57+00:00,28,Система/Процесс
918,Первичная проверка документов,1970-04-26 21:01:58+00:00,28,Служащий
919,Регистрация заявления,1970-04-26 21:01:59+00:00,28,Система/Процесс
920,Проверка архитектором-экспертом,1970-04-26 21:02:00+00:00,28,Архитектор
921,Проверка инженером-экспертом,1970-04-26 21:02:01+00:00,28,Инженер
922,Отправить запрос на дополнительную экспертизу,1970-04-26 21:02:02+00:00,28,Система/Процесс
923,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:02:03+00:00,28,Санэпидемнадзор
924,Проверка данных по материалу,1970-04-26 21:02:04+00:00,28,Система/Процесс
925,Запрос заключения пожарного эксперта,1970-04-26 21:02:05+00:00,28,Пожарный надзор
926,Требуется ручная проверка,1970-04-26 21:02:06+00:00,28,Система/Процесс
927,Требуется ручная проверка,1970-04-26 21:02:07+00:00,28,Система/Процесс
928,Ручная проверка пожарного надзора,1970-04-26 21:02:08+00:00,28,Пожарный надзор
929,Проверка санэпидем надзором,1970-04-26 21:02:09+00:00,28,Санэпидемнадзор
930,Отправка документов со стороны архитектурного отдела,1970-04-26 21:02:10+00:00,28,Система/Процесс
931,Отправка документов со стороны инженерного отдела,1970-04-26 21:02:11+00:00,28,Система/Процесс
932,Уведомление заявителя о не прохождении надзора,1970-04-26 21:02:12+00:00,28,Система/Процесс
933,Исправление замечаний по проекту,1970-04-26 21:02:13+00:00,28,Заявитель
934,Регистрация заявления,1970-04-26 21:02:14+00:00,28,Система/Процесс
935,Проверка архитектором-экспертом,1970-04-26 21:02:15+00:00,28,Архитектор
936,Проверка инженером-экспертом,1970-04-26 21:02:16+00:00,28,Инженер
937,Отправить запрос на дополнительную экспертизу,1970-04-26 21:02:17+00:00,28,Система/Процесс
938,Требуется ручная проверка,1970-04-26 21:02:18+00:00,28,Система/Процесс
939,Проверка данных по материалу,1970-04-26 21:02:19+00:00,28,Система/Процесс
940,Запрос заключения пожарного эксперта,1970-04-26 21:02:20+00:00,28,Пожарный надзор
941,Отправка документов со стороны архитектурного отдела,1970-04-26 21:02:21+00:00,28,Система/Процесс
942,Проверка инженером экспертом,1970-04-26 21:02:22+00:00,28,Инженер
943,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:02:23+00:00,28,Санэпидемнадзор
944,Требуется ручная проверка,1970-04-26 21:02:24+00:00,28,Система/Процесс
945,Проверка санэпидем надзором,1970-04-26 21:02:25+00:00,28,Санэпидемнадзор
946,Отправка на медосмотр,1970-04-26 21:02:26+00:00,28,Система/Процесс
947,Медкомиссия,1970-04-26 21:02:27+00:00,28,Санэпидемнадзор
948,Отправка документов со стороны инженерного отдела,1970-04-26 21:02:28+00:00,28,Система/Процесс
949,Формирование пакета документов,1970-04-26 21:02:29+00:00,28,Система/Процесс
950,Рассмотрение руководителем,1970-04-26 21:02:30+00:00,28,Руководитель
951,Оформление и подписание разрешения,1970-04-26 21:02:31+00:00,28,Система/Процесс
952,Уведомить о готовности,1970-04-26 21:02:32+00:00,28,Система/Процесс
953,Получение разрешения заявителем,1970-04-26 21:02:33+00:00,28,Заявитель
954,Внесение в реестр,1970-04-26 21:02:34+00:00,28,Система/Процесс
955,Архивирование документов,1970-04-26 21:02:35+00:00,28,Система/Процесс
956,Первичная проверка документов,1970-04-26 21:02:36+00:00,29,Служащий
957,Регистрация заявления,1970-04-26 21:02:37+00:00,29,Система/Процесс
958,Проверка инженером-экспертом,1970-04-26 21:02:38+00:00,29,Инженер
959,Требуется ручная проверка,1970-04-26 21:02:39+00:00,29,Система/Процесс
960,Проверка архитектором-экспертом,1970-04-26 21:02:40+00:00,29,Архитектор
961,Отправить запрос на дополнительную экспертизу,1970-04-26 21:02:41+00:00,29,Система/Процесс
962,Проверка данных по материалу,1970-04-26 21:02:42+00:00,29,Система/Процесс
963,Проверка инженером экспертом,1970-04-26 21:02:43+00:00,29,Инженер
964,Запрос заключения пожарного эксперта,1970-04-26 21:02:44+00:00,29,Пожарный надзор
965,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:02:45+00:00,29,Санэпидемнадзор
966,Требуется ручная проверка,1970-04-26 21:02:46+00:00,29,Система/Процесс
967,Отправка документов со стороны архитектурного отдела,1970-04-26 21:02:47+00:00,29,Система/Процесс
968,Проверка санэпидем надзором,1970-04-26 21:02:48+00:00,29,Санэпидемнадзор
969,Отправка запроса миграционной службе,1970-04-26 21:02:49+00:00,29,Система/Процесс
970,Медкомиссия,1970-04-26 21:02:50+00:00,29,Санэпидемнадзор
971,Отправка документов со стороны инженерного отдела,1970-04-26 21:02:51+00:00,29,Система/Процесс
972,Формирование пакета документов,1970-04-26 21:02:52+00:00,29,Система/Процесс
973,Рассмотрение заместителем руководителя,1970-04-26 21:02:53+00:00,29,Служащий
974,Оформление и подписание разрешения,1970-04-26 21:02:54+00:00,29,Система/Процесс
975,Уведомить о готовности,1970-04-26 21:02:55+00:00,29,Система/Процесс
976,Получение разрешения заявителем,1970-04-26 21:02:56+00:00,29,Заявитель
977,Внесение в реестр,1970-04-26 21:02:57+00:00,29,Система/Процесс
978,Архивирование документов,1970-04-26 21:02:58+00:00,29,Система/Процесс
979,Первичная проверка документов,1970-04-26 21:02:59+00:00,30,Служащий
980,Регистрация заявления,1970-04-26 21:03:00+00:00,30,Система/Процесс
981,Проверка инженером-экспертом,1970-04-26 21:03:01+00:00,30,Инженер
982,Проверка архитектором-экспертом,1970-04-26 21:03:02+00:00,30,Архитектор
983,Требуется ручная проверка,1970-04-26 21:03:03+00:00,30,Система/Процесс
984,Запрос заключения пожарного эксперта,1970-04-26 21:03:04+00:00,30,Пожарный надзор
985,Отправка документов со стороны архитектурного отдела,1970-04-26 21:03:05+00:00,30,Система/Процесс
986,Проверка инженером экспертом,1970-04-26 21:03:06+00:00,30,Инженер
987,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:03:07+00:00,30,Санэпидемнадзор
988,Требуется ручная проверка,1970-04-26 21:03:08+00:00,30,Система/Процесс
989,Проверка санэпидем надзором,1970-04-26 21:03:09+00:00,30,Санэпидемнадзор
990,Отправка документов со стороны инженерного отдела,1970-04-26 21:03:10+00:00,30,Система/Процесс
991,Уведомление заявителя о не прохождении надзора,1970-04-26 21:03:11+00:00,30,Система/Процесс
992,Исправление замечаний по проекту,1970-04-26 21:03:12+00:00,30,Заявитель
993,Регистрация заявления,1970-04-26 21:03:13+00:00,30,Система/Процесс
994,Проверка архитектором-экспертом,1970-04-26 21:03:14+00:00,30,Архитектор
995,Проверка инженером-экспертом,1970-04-26 21:03:15+00:00,30,Инженер
996,Требуется ручная проверка,1970-04-26 21:03:16+00:00,30,Система/Процесс
997,Запрос заключения пожарного эксперта,1970-04-26 21:03:17+00:00,30,Пожарный надзор
998,Требуется ручная проверка,1970-04-26 21:03:18+00:00,30,Система/Процесс
999,Проверка инженером экспертом,1970-04-26 21:03:19+00:00,30,Инженер
1000,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:03:20+00:00,30,Санэпидемнадзор
1001,Отправка документов со стороны инженерного отдела,1970-04-26 21:03:21+00:00,30,Система/Процесс
1002,Ручная проверка пожарного надзора,1970-04-26 21:03:22+00:00,30,Пожарный надзор
1003,Отправка документов со стороны архитектурного отдела,1970-04-26 21:03:23+00:00,30,Система/Процесс
1004,Уведомление заявителя о не прохождении надзора,1970-04-26 21:03:24+00:00,30,Система/Процесс
1005,Исправление замечаний по проекту,1970-04-26 21:03:25+00:00,30,Заявитель
1006,Регистрация заявления,1970-04-26 21:03:26+00:00,30,Система/Процесс
1007,Проверка архитектором-экспертом,1970-04-26 21:03:27+00:00,30,Архитектор
1008,Требуется ручная проверка,1970-04-26 21:03:28+00:00,30,Система/Процесс
1009,Ручная проверка архитектора-эксперта,1970-04-26 21:03:29+00:00,30,Архитектор
1010,Запрос заключения пожарного эксперта,1970-04-26 21:03:30+00:00,30,Пожарный надзор
1011,Проверка инженером-экспертом,1970-04-26 21:03:31+00:00,30,Инженер
1012,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:03:32+00:00,30,Санэпидемнадзор
1013,Отправка документов со стороны инженерного отдела,1970-04-26 21:03:33+00:00,30,Система/Процесс
1014,Отправка документов со стороны архитектурного отдела,1970-04-26 21:03:34+00:00,30,Система/Процесс
1015,Формирование пакета документов,1970-04-26 21:03:35+00:00,30,Система/Процесс
1016,Рассмотрение заместителем руководителя,1970-04-26 21:03:36+00:00,30,Служащий
1017,Оформление и подписание разрешения,1970-04-26 21:03:37+00:00,30,Система/Процесс
1018,Уведомить о готовности,1970-04-26 21:03:38+00:00,30,Система/Процесс
1019,Получение разрешения заявителем,1970-04-26 21:03:39+00:00,30,Заявитель
1020,Внесение в реестр,1970-04-26 21:03:40+00:00,30,Система/Процесс
1021,Архивирование документов,1970-04-26 21:03:41+00:00,30,Система/Процесс
1022,Первичная проверка документов,1970-04-26 21:03:42+00:00,31,Служащий
1023,Регистрация заявления,1970-04-26 21:03:43+00:00,31,Система/Процесс
1024,Проверка инженером-экспертом,1970-04-26 21:03:44+00:00,31,Инженер
1025,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:03:45+00:00,31,Санэпидемнадзор
1026,Проверка архитектором-экспертом,1970-04-26 21:03:46+00:00,31,Архитектор
1027,Отправка запроса миграционной службе,1970-04-26 21:03:47+00:00,31,Система/Процесс
1028,Запрос заключения пожарного эксперта,1970-04-26 21:03:48+00:00,31,Пожарный надзор
1029,Требуется ручная проверка,1970-04-26 21:03:49+00:00,31,Система/Процесс
1030,Ручная проверка пожарного надзора,1970-04-26 21:03:50+00:00,31,Пожарный надзор
1031,Отправка документов со стороны архитектурного отдела,1970-04-26 21:03:51+00:00,31,Система/Процесс
1032,Отправка документов со стороны инженерного отдела,1970-04-26 21:03:52+00:00,31,Система/Процесс
1033,Уведомление заявителя о не прохождении надзора,1970-04-26 21:03:53+00:00,31,Система/Процесс
1034,Исправление замечаний по проекту,1970-04-26 21:03:54+00:00,31,Заявитель
1035,Регистрация заявления,1970-04-26 21:03:55+00:00,31,Система/Процесс
1036,Проверка архитектором-экспертом,1970-04-26 21:03:56+00:00,31,Архитектор
1037,Требуется ручная проверка,1970-04-26 21:03:57+00:00,31,Система/Процесс
1038,Проверка инженером-экспертом,1970-04-26 21:03:58+00:00,31,Инженер
1039,Ручная проверка архитектора-эксперта,1970-04-26 21:03:59+00:00,31,Архитектор
1040,Запрос заключения пожарного эксперта,1970-04-26 21:04:00+00:00,31,Пожарный надзор
1041,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:04:01+00:00,31,Санэпидемнадзор
1042,Отправка запроса миграционной службе,1970-04-26 21:04:02+00:00,31,Система/Процесс
1043,Отправка документов со стороны архитектурного отдела,1970-04-26 21:04:03+00:00,31,Система/Процесс
1044,Отправка документов со стороны инженерного отдела,1970-04-26 21:04:04+00:00,31,Система/Процесс
1045,Формирование пакета документов,1970-04-26 21:04:05+00:00,31,Система/Процесс
1046,Рассмотрение руководителем,1970-04-26 21:04:06+00:00,31,Руководитель
1047,Отправить уведомление об отказе,1970-04-26 21:04:07+00:00,31,Система/Процесс
1048,Первичная проверка документов,1970-04-26 21:04:08+00:00,32,Служащий
1049,Регистрация заявления,1970-04-26 21:04:09+00:00,32,Система/Процесс
1050,Проверка архитектором-экспертом,1970-04-26 21:04:10+00:00,32,Архитектор
1051,Запрос заключения пожарного эксперта,1970-04-26 21:04:11+00:00,32,Пожарный надзор
1052,Требуется ручная проверка,1970-04-26 21:04:12+00:00,32,Система/Процесс
1053,Ручная проверка пожарного надзора,1970-04-26 21:04:13+00:00,32,Пожарный надзор
1054,Проверка инженером-экспертом,1970-04-26 21:04:14+00:00,32,Инженер
1055,Требуется ручная проверка,1970-04-26 21:04:15+00:00,32,Система/Процесс
1056,Отправка документов со стороны архитектурного отдела,1970-04-26 21:04:16+00:00,32,Система/Процесс
1057,Проверка инженером экспертом,1970-04-26 21:04:17+00:00,32,Инженер
1058,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:04:18+00:00,32,Санэпидемнадзор
1059,Отправка документов со стороны инженерного отдела,1970-04-26 21:04:19+00:00,32,Система/Процесс
1060,Уведомление заявителя о не прохождении надзора,1970-04-26 21:04:20+00:00,32,Система/Процесс
1061,Исправление замечаний по проекту,1970-04-26 21:04:21+00:00,32,Заявитель
1062,Регистрация заявления,1970-04-26 21:04:22+00:00,32,Система/Процесс
1063,Проверка архитектором-экспертом,1970-04-26 21:04:23+00:00,32,Архитектор
1064,Требуется ручная проверка,1970-04-26 21:04:24+00:00,32,Система/Процесс
1065,Ручная проверка архитектора-эксперта,1970-04-26 21:04:25+00:00,32,Архитектор
1066,Проверка инженером-экспертом,1970-04-26 21:04:26+00:00,32,Инженер
1067,Требуется ручная проверка,1970-04-26 21:04:27+00:00,32,Система/Процесс
1068,Запрос заключения пожарного эксперта,1970-04-26 21:04:28+00:00,32,Пожарный надзор
1069,Проверка инженером экспертом,1970-04-26 21:04:29+00:00,32,Инженер
1070,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:04:30+00:00,32,Санэпидемнадзор
1071,Требуется ручная проверка,1970-04-26 21:04:31+00:00,32,Система/Процесс
1072,Отправка документов со стороны архитектурного отдела,1970-04-26 21:04:32+00:00,32,Система/Процесс
1073,Проверка санэпидем надзором,1970-04-26 21:04:33+00:00,32,Санэпидемнадзор
1074,Отправка запроса миграционной службе,1970-04-26 21:04:34+00:00,32,Система/Процесс
1075,Отправка документов со стороны инженерного отдела,1970-04-26 21:04:35+00:00,32,Система/Процесс
1076,Уведомление заявителя о не прохождении надзора,1970-04-26 21:04:36+00:00,32,Система/Процесс
1077,Исправление замечаний по проекту,1970-04-26 21:04:37+00:00,32,Заявитель
1078,Регистрация заявления,1970-04-26 21:04:38+00:00,32,Система/Процесс
1079,Проверка архитектором-экспертом,1970-04-26 21:04:39+00:00,32,Архитектор
1080,Проверка инженером-экспертом,1970-04-26 21:04:40+00:00,32,Инженер
1081,Требуется ручная проверка,1970-04-26 21:04:41+00:00,32,Система/Процесс
1082,Требуется ручная проверка,1970-04-26 21:04:42+00:00,32,Система/Процесс
1083,Ручная проверка архитектора-эксперта,1970-04-26 21:04:43+00:00,32,Архитектор
1084,Запрос заключения пожарного эксперта,1970-04-26 21:04:44+00:00,32,Пожарный надзор
1085,Проверка инженером экспертом,1970-04-26 21:04:45+00:00,32,Инженер
1086,Отправка документов со стороны архитектурного отдела,1970-04-26 21:04:46+00:00,32,Система/Процесс
1087,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:04:47+00:00,32,Санэпидемнадзор
1088,Отправка документов со стороны инженерного отдела,1970-04-26 21:04:48+00:00,32,Система/Процесс
1089,Уведомление заявителя о не прохождении надзора,1970-04-26 21:04:49+00:00,32,Система/Процесс
1090,Исправление замечаний по проекту,1970-04-26 21:04:50+00:00,32,Заявитель
1091,Регистрация заявления,1970-04-26 21:04:51+00:00,32,Система/Процесс
1092,Проверка архитектором-экспертом,1970-04-26 21:04:52+00:00,32,Архитектор
1093,Проверка инженером-экспертом,1970-04-26 21:04:53+00:00,32,Инженер
1094,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:04:54+00:00,32,Санэпидемнадзор
1095,Отправка запроса миграционной службе,1970-04-26 21:04:55+00:00,32,Система/Процесс
1096,Отправить запрос на дополнительную экспертизу,1970-04-26 21:04:56+00:00,32,Система/Процесс
1097,Медкомиссия,1970-04-26 21:04:57+00:00,32,Санэпидемнадзор
1098,Проверка данных по материалу,1970-04-26 21:04:58+00:00,32,Система/Процесс
1099,Отправка документов со стороны инженерного отдела,1970-04-26 21:04:59+00:00,32,Система/Процесс
1100,Запрос заключения пожарного эксперта,1970-04-26 21:05:00+00:00,32,Пожарный надзор
1101,Отправка документов со стороны архитектурного отдела,1970-04-26 21:05:01+00:00,32,Система/Процесс
1102,Уведомление заявителя о не прохождении надзора,1970-04-26 21:05:02+00:00,32,Система/Процесс
1103,Исправление замечаний по проекту,1970-04-26 21:05:03+00:00,32,Заявитель
1104,Регистрация заявления,1970-04-26 21:05:04+00:00,32,Система/Процесс
1105,Проверка архитектором-экспертом,1970-04-26 21:05:05+00:00,32,Архитектор
1106,Проверка инженером-экспертом,1970-04-26 21:05:06+00:00,32,Инженер
1107,Запрос заключения пожарного эксперта,1970-04-26 21:05:07+00:00,32,Пожарный надзор
1108,Требуется ручная проверка,1970-04-26 21:05:08+00:00,32,Система/Процесс
1109,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:05:09+00:00,32,Санэпидемнадзор
1110,Требуется ручная проверка,1970-04-26 21:05:10+00:00,32,Система/Процесс
1111,Ручная проверка пожарного надзора,1970-04-26 21:05:11+00:00,32,Пожарный надзор
1112,Отправка документов со стороны архитектурного отдела,1970-04-26 21:05:12+00:00,32,Система/Процесс
1113,Проверка санэпидем надзором,1970-04-26 21:05:13+00:00,32,Санэпидемнадзор
1114,Отправка документов со стороны инженерного отдела,1970-04-26 21:05:14+00:00,32,Система/Процесс
1115,Уведомление заявителя о не прохождении надзора,1970-04-26 21:05:15+00:00,32,Система/Процесс
1116,Исправление замечаний по проекту,1970-04-26 21:05:16+00:00,32,Заявитель
1117,Регистрация заявления,1970-04-26 21:05:17+00:00,32,Система/Процесс
1118,Проверка инженером-экспертом,1970-04-26 21:05:18+00:00,32,Инженер
1119,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:05:19+00:00,32,Санэпидемнадзор
1120,Отправка на медосмотр,1970-04-26 21:05:20+00:00,32,Система/Процесс
1121,Проверка архитектором-экспертом,1970-04-26 21:05:21+00:00,32,Архитектор
1122,Медкомиссия,1970-04-26 21:05:22+00:00,32,Санэпидемнадзор
1123,Отправка документов со стороны инженерного отдела,1970-04-26 21:05:23+00:00,32,Система/Процесс
1124,Запрос заключения пожарного эксперта,1970-04-26 21:05:24+00:00,32,Пожарный надзор
1125,Отправка документов со стороны архитектурного отдела,1970-04-26 21:05:25+00:00,32,Система/Процесс
1126,Формирование пакета документов,1970-04-26 21:05:26+00:00,32,Система/Процесс
1127,Рассмотрение руководителем,1970-04-26 21:05:27+00:00,32,Руководитель
1128,Отправить уведомление об отказе,1970-04-26 21:05:28+00:00,32,Система/Процесс
1129,Первичная проверка документов,1970-04-26 21:05:29+00:00,33,Служащий
1130,Регистрация заявления,1970-04-26 21:05:30+00:00,33,Система/Процесс
1131,Проверка инженером-экспертом,1970-04-26 21:05:31+00:00,33,Инженер
1132,Проверка архитектором-экспертом,1970-04-26 21:05:32+00:00,33,Архитектор
1133,Требуется ручная проверка,1970-04-26 21:05:33+00:00,33,Система/Процесс
1134,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:05:34+00:00,33,Санэпидемнадзор
1135,Ручная проверка архитектора-эксперта,1970-04-26 21:05:35+00:00,33,Архитектор
1136,Запрос заключения пожарного эксперта,1970-04-26 21:05:36+00:00,33,Пожарный надзор
1137,Отправка документов со стороны инженерного отдела,1970-04-26 21:05:37+00:00,33,Система/Процесс
1138,Отправка документов со стороны архитектурного отдела,1970-04-26 21:05:38+00:00,33,Система/Процесс
1139,Формирование пакета документов,1970-04-26 21:05:39+00:00,33,Система/Процесс
1140,Рассмотрение заместителем руководителя,1970-04-26 21:05:40+00:00,33,Служащий
1141,Отправить уведомление об отказе,1970-04-26 21:05:41+00:00,33,Система/Процесс
1142,Первичная проверка документов,1970-04-26 21:05:42+00:00,34,Служащий
1143,Уведомить о доработке,1970-04-26 21:05:43+00:00,34,Система/Процесс
1144,Доработка заявления,1970-04-26 21:05:44+00:00,34,Система/Процесс
1145,Первичная проверка документов,1970-04-26 21:05:45+00:00,34,Служащий
1146,Регистрация заявления,1970-04-26 21:05:46+00:00,34,Система/Процесс
1147,Проверка инженером-экспертом,1970-04-26 21:05:47+00:00,34,Инженер
1148,Проверка архитектором-экспертом,1970-04-26 21:05:48+00:00,34,Архитектор
1149,Запрос заключения пожарного эксперта,1970-04-26 21:05:49+00:00,34,Пожарный надзор
1150,Требуется ручная проверка,1970-04-26 21:05:50+00:00,34,Система/Процесс
1151,Проверка инженером экспертом,1970-04-26 21:05:51+00:00,34,Инженер
1152,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:05:52+00:00,34,Санэпидемнадзор
1153,Требуется ручная проверка,1970-04-26 21:05:53+00:00,34,Система/Процесс
1154,Проверка санэпидем надзором,1970-04-26 21:05:54+00:00,34,Санэпидемнадзор
1155,Отправка документов со стороны архитектурного отдела,1970-04-26 21:05:55+00:00,34,Система/Процесс
1156,Отправка на медосмотр,1970-04-26 21:05:56+00:00,34,Система/Процесс
1157,Медкомиссия,1970-04-26 21:05:57+00:00,34,Санэпидемнадзор
1158,Отправка документов со стороны инженерного отдела,1970-04-26 21:05:58+00:00,34,Система/Процесс
1159,Уведомление заявителя о не прохождении надзора,1970-04-26 21:05:59+00:00,34,Система/Процесс
1160,Исправление замечаний по проекту,1970-04-26 21:06:00+00:00,34,Заявитель
1161,Регистрация заявления,1970-04-26 21:06:01+00:00,34,Система/Процесс
1162,Проверка архитектором-экспертом,1970-04-26 21:06:02+00:00,34,Архитектор
1163,Запрос заключения пожарного эксперта,1970-04-26 21:06:03+00:00,34,Пожарный надзор
1164,Требуется ручная проверка,1970-04-26 21:06:04+00:00,34,Система/Процесс
1165,Ручная проверка пожарного надзора,1970-04-26 21:06:05+00:00,34,Пожарный надзор
1166,Проверка инженером-экспертом,1970-04-26 21:06:06+00:00,34,Инженер
1167,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:06:07+00:00,34,Санэпидемнадзор
1168,Отправка документов со стороны архитектурного отдела,1970-04-26 21:06:08+00:00,34,Система/Процесс
1169,Отправка документов со стороны инженерного отдела,1970-04-26 21:06:09+00:00,34,Система/Процесс
1170,Уведомление заявителя о не прохождении надзора,1970-04-26 21:06:10+00:00,34,Система/Процесс
1171,Исправление замечаний по проекту,1970-04-26 21:06:11+00:00,34,Заявитель
1172,Регистрация заявления,1970-04-26 21:06:12+00:00,34,Система/Процесс
1173,Проверка инженером-экспертом,1970-04-26 21:06:13+00:00,34,Инженер
1174,Требуется ручная проверка,1970-04-26 21:06:14+00:00,34,Система/Процесс
1175,Проверка инженером экспертом,1970-04-26 21:06:15+00:00,34,Инженер
1176,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:06:16+00:00,34,Санэпидемнадзор
1177,Проверка архитектором-экспертом,1970-04-26 21:06:17+00:00,34,Архитектор
